ID	Hexagon_index	Cluster_base
Pdhb	70	12
Kctd6	342	8
Acox2	342	8
BC055107	70	12
Oit1	27	12
4930452B06Rik	16	32
Fhit	687	3
Ptprg	705	20
3830406C13Rik	702	31
Cadps	700	31
Synpr	444	4
A430083B19Rik	375	6
Thoc7	156	5
Atxn7	202	5
Psmd6	312	5
Olfr720	375	6
Olfr31	375	6
Il3ra	374	6
Slc4a7	251	2
Nek10	443	3
Lrrc3b	690	4
Oxsm	310	2
Ngly1	310	2
Top2b	251	2
Rarb	309	2
Thrb	373	2
Nr1d2	454	31
Rpl15	392	19
Nkiras1	392	19
Ube2e1	392	19
Ube2e2	308	2
Nid2	720	18
2700060E02Rik	720	18
Gng2	720	18
Kcnk5	642	16
Nudt13	99	8
Ecd	136	8
AA536717	282	8
Dnajc9	485	7
Mrps16	485	7
Anxa7	650	7
Ppp3cb	651	7
Usp54	651	7
Myoz1	414	11
Synpo2l	414	11
Sec24c	652	7
Fut11	652	7
Chchd1	566	7
2310021P13Rik	566	7
Ndst2	651	7
Camk2g	651	7
Plau	485	7
Vcl	565	7
Ap3m1	660	10
Adk	660	10
Myst4	412	9
Dusp13	486	7
Samd8	486	7
Vdac2	103	12
Comtd1	103	12
Zfp503	74	12
Kcnma1	686	3
E330034G19Rik	3	12
Polr3a	464	19
Rps24	464	19
4931406H21Rik	184	10
Ppif	288	10
Anxa11	413	7
Plac9	651	7
D14Ertd449e	651	7
1110051B16Rik	651	7
Slmap	343	8
A630054L15Rik	410	9
Arf4	340	14
E430028B21Rik	44	12
Asb14	339	14
Hesx1	409	8
Il17rd	409	8
Arhgef3	340	14
Ccdc66	538	24
Wnt5a	682	1
Cacna2d3	686	3
Lrtm1	685	3
Selk	125	22
Actr8	125	22
Il17rb	167	22
Chdh	167	22
Cacna1d	167	22
Dcp1a	484	9
Tkt	649	9
Prkcd	489	11
Rft1	488	7
Sfmbt1	413	7
Tmem110	565	7
Mustn1	485	7
Itih4	485	7
Itih3	413	7
Itih1	413	7
Nek4	285	8
Spcs1	421	10
Glt8d1	421	10
Gnl3	573	11
Nt5dc2	653	7
Stab1	653	7
Nisch	654	11
Tnnc1	652	7
Sema3g	652	7
Phf7	652	7
Bap1	652	7
Capn7	658	11
Sh3bp5	654	11
Mettl6	413	7
Eaf1	413	7
Colq	659	11
Btd	413	7
Ankrd28	229	8
Galntl2	485	7
Oxnad1	412	9
Msmb	181	10
Ncoa4	230	10
Timm23	482	9
Parg	482	9
1700024G13Rik	401	13
Chat	400	15
Slc18a3	92	22
Ercc6	272	13
Prrxl1	90	34
E130203B14Rik	443	3
Lrrc18	372	2
Arhgap22	699	31
Mapk8	307	2
Ptpn20	443	3
Gdf10	202	5
Gdf2	380	5
Rbp3	380	5
Zfp488	381	31
Anxa8	125	22
Ppyr1	333	13
Syt15	23	12
3110001K24Rik	277	14
Glud1	138	10
2200001I15Rik	142	10
Sncg	142	10
Mmrn2	142	10
Bmpr1a	232	10
Ldb3	485	7
Opn4	415	11
Wapal	410	9
Grid1	408	8
4930596D02Rik	376	6
4930474N05Rik	690	4
Gcap14	374	6
Rgr	449	6
Lrrc21	449	6
Lrrc22	449	6
Pcdh21	449	6
Ghitm	450	5
Nrg3	376	6
Sh2d4b	379	5
Tspan14	528	31
5730469M10Rik	700	31
Mat1a	699	31
Sftpa1	699	31
Mbl1	610	5
Sftpd	609	6
1700001F09Rik	690	4
Ear1	445	4
Ear10	374	6
Ear2	375	6
Ear12	375	6
4930503E14Rik	445	4
BC061237	690	4
Ptgdr	375	6
Ptger2	311	5
5730420B22Rik	83	33
Ero1l	339	14
Psmc6	101	10
Styx	69	12
Gnpnat1	101	10
Plekhc1	231	10
Ddhd1	660	10
Bmp4	154	39
Cnih	673	27
Gmfb	674	27
Cgrrf1	587	27
Samd4	586	27
Gch1	412	9
Wdhd1	412	9
Socs4	344	8
C130032J12Rik	283	8
Lgals3	233	10
Dlg7	232	10
Fbxo34	412	9
D14Ertd436e	227	8
Ktn1	331	17
Peli2	196	39
6720456H20Rik	169	22
Otx2	475	15
Exoc5	391	22
4932432K03Rik	635	15
Nat12	92	22
1700011H14Rik	167	22
Slc35f4	320	21
3632451O06Rik	315	5
Olfr722	255	5
Olfr723	255	5
Olfr724	313	5
Olfr725	377	5
Olfr726	694	4
Olfr727	694	4
Olfr728	694	4
Olfr729	523	4
Olfr730	692	4
Olfr731	691	4
Olfr732	689	4
Olfr733	689	4
Olfr734	446	4
Olfr735	446	4
Tlr11	446	4
Olfr736	692	4
Olfr738	692	4
Olfr739	693	4
Olfr740	693	4
Olfr741	693	4
Olfr742	694	4
Olfr744	203	5
Olfr745	157	5
Olfr746	157	5
Olfr747	118	33
Olfr748	121	21
Olfr749	210	21
Ttc5	323	23
Parp2	336	13
Tep1	403	14
Osgep	274	13
Apex1	274	13
Tmem55b	274	13
Pnp	275	13
Rnase10	338	14
Rnase9	404	14
Rnase11	336	13
Rnase12	336	13
Olfr750	336	13
Rnase4	389	23
Ang1	389	23
Gm75	389	23
Rnase6	323	23
Rnase1	163	21
Ear5	162	21
Ang2	121	21
Ear14	120	33
Ear11	316	5
V2r10	692	4
Ang4	117	33
AY358078	88	33
Ear6	334	13
Slc39a2	561	9
Ndrg2	561	9
Rnase13	646	9
E130112L23Rik	185	10
Zfp219	234	10
G630016D24Rik	289	10
Olfr221	417	11
Olfr1514	417	11
Hnrpc	568	7
Rpgrip1	419	10
Supt16h	233	10
Chd8	231	10
Rab2b	478	16
Mettl3	276	13
Sall2	335	13
Olfr1513	400	15
Olfr1512	399	15
Olfr1511	398	17
Olfr1510	470	17
Olfr1509	534	20
Olfr1508	533	20
Olfr1507	383	31
LOC547323	380	5
A430107P09Rik	203	5
Dad1	178	8
Abhd4	136	8
Olfr49	67	12
Oxa1l	346	8
Slc7a7	413	7
Mrpl52	654	11
Mmp14	654	11
Lrp10	419	10
Rem2	352	10
Prmt5	290	10
D14Ertd500e	416	11
Jub	489	11
4931414P19Rik	489	11
Psmb5	489	11
5830406J20Rik	489	11
Cdh24	489	11
Acin1	415	11
1700123O20Rik	288	10
Cebpe	287	10
Slc7a8	286	10
Homez	562	9
Bcl2l2	647	9
Pabpn1	646	9
Slc22a17	646	9
Efs	646	9
Cmtm5	645	16
Myh6	645	16
Myh7	646	9
Zfhx2	644	16
Thtpa	643	16
Ap1g2	643	16
Jph4	643	16
Dhrs2	475	15
Dhrs4	563	9
BC036313	649	9
Cpne6	648	9
Nrl	415	11
Pck2	416	11
Wdr23	416	11
1110028A07Rik	489	11
Psme1	489	11
1500005A01Rik	489	11
Psme2	568	7
Rnf31	488	7
Isgf3g	653	7
Rec8L1	567	7
Ipo4	567	7
Tm9sf1	652	7
Tssk4	652	7
1810034K20Rik	652	7
Nedd8	652	7
Gmpr2	652	7
Tinf2	567	7
Tgm1	568	7
Rabggta	654	11
Dhrs1	652	7
2610027L16Rik	566	7
Cideb	651	7
Ltb4r2	651	7
Ltb4r1	651	7
Adcy4	651	7
Ripk3	651	7
Nfatc4	651	7
Cbln3	487	7
9130227C08Rik	488	7
2310014G06Rik	414	11
Cma1	180	8
Cma2	100	10
Mcpt1	144	12
Mcpt9	144	12
Mcpt2	189	12
Mcpt4	145	12
Mcpt8	107	12
Ctsg	49	34
Gzme	29	34
Gzmd	29	34
Gzmg	51	32
Gzmn	52	32
Gzmf	80	32
Gzmc	80	32
Gzmb	81	32
Atp12a	621	24
Rnf17	621	24
Cenpj	398	17
4930548G07Rik	133	14
Pspc1	134	8
9830124H08Rik	177	8
Gja3	545	18
Gjb2	545	18
Gjb6	545	18
Cryl1	97	14
Ift88	136	8
Il17d	564	7
Xpo4	649	9
Lats2	650	7
Sap18	488	7
F630043A04Rik	487	7
Mrp63	651	7
Zdhhc20	651	7
Efha1	413	7
Fgf9	23	12
Rcbtb1	82	32
Phf11	83	33
D14Ertd668e	82	32
Setdb2	116	32
Cab39l	116	32
Cdadc1	81	32
Tmem46	80	32
Atp8a2	80	32
Nupl1	541	19
Mtmr6	542	19
2600011E07Rik	677	37
C1qtnf9	22	12
Mipep	40	12
Tnfrsf19	643	16
Sacs	134	8
Sgcg	96	14
Arl11	96	14
Ebpl	95	14
Kpna3	467	19
6330409N04Rik	396	17
Trim13	397	17
Kcnrg	397	17
Dleu7	370	1
Gucy1b2	369	39
Ints6	575	10
Wdfy2	659	11
2410125J01Rik	105	12
Defb42	73	12
Ctsb	72	12
Fdft1	72	12
Neil2	72	12
Gata4	73	12
Blk	96	14
BC065085	40	12
Tdh	64	12
Mtmr9	95	14
Xkr6	395	19
2610028A01Rik	16	32
Sox7	394	19
4930578I06Rik	394	19
Rp1hl1	302	37
4933401F05Rik	394	19
1700049K14Rik	394	19
Msra	394	19
Kif13b	141	10
Hmbox1	277	14
D14Ertd231e	176	14
Extl3	561	9
Fzd3	230	10
Fbxo16	285	8
Zfp395	233	10
Pnoc	286	10
Elp3	135	8
Scara5	27	12
Pbk	74	12
Esco2	74	12
Ccdc25	74	12
Scara3	73	12
Clu	75	12
Gulo	75	12
Adam2	49	34
Ephx2	330	17
Chrna2	329	19
Ptk2b	330	17
Trim35	302	37
Stmn4	395	19
Adra1a	610	5
Dpysl2	541	19
Pnma2	21	12
Bnip3l	46	12
Ppp2r2a	72	12
Ebf2	674	27
Cdca2	540	19
Kctd9	540	19
Gnrh1	5	34
Dock5	5	34
Nefl	30	32
Adam7	688	4
Adamdec1	443	3
Adam28	518	3
Stc1	597	3
Nkx2-6	300	29
Nkx3-1	300	29
Slc25a37	298	29
D930020E02Rik	497	26
Entpd4	660	10
Loxl2	660	10
Chmp7	238	12
Tnfrsf10b	660	10
Rhobtb2	660	10
1700081D17Rik	660	10
Egr3	659	11
Bin3	285	8
9930012K11Rik	230	10
Pdlim2	286	10
Sorbs3	285	8
Ppp3cc	182	10
Slc39a14	346	8
Piwil2	651	7
Polr3d	650	7
Phyhip	412	9
Bmp1	347	11
Sftpc	289	10
Lgi3	289	10
Reep4	234	10
Hr	234	10
Nudt18	292	10
Epb4.9	421	10
Fgf17	574	10
Npm2	574	10
Xpo7	659	11
Dok2	69	12
Gfra2	91	34
Fndc3a	609	6
Cysltr2	300	29
Rcbtb2	499	28
Rb1	585	27
P2ry5	499	28
Itm2b	498	30
Med4	499	28
Nudt15	578	30
Sucla2	579	30
Htr2a	600	3
Esd	598	3
Lrch1	598	3
5031414D18Rik	151	39
Lcp1	597	3
Cpb2	371	2
Spert	713	24
Cog3	137	8
Slc25a30	230	10
Tpt1	346	8
Gtf2f2	285	8
Kctd4	345	8
1200011I18Rik	413	7
Nufip1	412	9
Tsc22d1	44	12
9030625A04Rik	50	38
D230005D02Rik	83	33
Gm1587	116	32
Dnajc15	115	32
Epsti1	153	39
AU021034	198	39
Tnfsf11	665	30
Dgkh	663	26
AU017455	70	12
1190002H23Rik	179	8
Narg1l	179	8
Mtrf1	188	12
Kbtbd7	188	12
Wbp4	101	10
Elf1	101	10
Sugt1	4	12
Lect1	4	12
Pcdh8	82	32
Olfm4	601	4
Pcdh17	523	4
Diap3	688	4
Tdrd3	311	5
Pcdh20	523	4
Pcdh9	444	4
4921530L21Rik	447	6
Klhl1	450	5
Dach1	447	6
2410129H14Rik	205	33
6720463M24Rik	159	33
D14Ertd581e	159	33
Klf5	711	24
Klf12	253	5
1700110M21Rik	600	3
Tbc1d4	372	2
Commd6	146	25
Uchl3	146	25
Lmo7	147	38
Kctd12	201	2
Cln5	116	32
Fbxl3	116	32
Scel	308	2
Ednrb	696	6
Pou4f1	523	4
2610206B13Rik	523	4
Ndfip2	32	32
Spry2	13	34
Trim52	201	2
Slitrk1	523	4
Slitrk6	525	6
Slitrk5	446	4
Gpc5	697	6
Gpc6	307	2
Dct	364	37
Tgds	392	19
Gpr180	392	19
Sox21	93	13
Abcc4	38	22
Cldn10	411	9
Dzip1	280	8
Ugcgl2	130	13
Hs6st3	54	32
Oxgr1	597	3
Mbnl2	149	38
Rap2a	438	1
Ranbp5	136	8
Farp1	674	27
Stk24	425	25
Slc15a1	660	10
Dock9	660	10
Phgdhl1	345	8
Gpr18	343	8
Ebi2	410	9
Timm8a2	412	9
Tm9sf2	650	7
Clybl	564	7
Zic5	646	9
Zic2	646	9
Pcca	644	16
BC006662	610	5
Tmtc4	698	6
Vgcnl1	688	4
Itgbl1	523	4
Fgf14	694	4
Sepp1	443	3
Ghr	443	3
Fbxo4	252	2
AW549877	252	2
Oxct1	252	2
Plcxd3	691	4
C6	690	4
Rpl37	2	34
Prkaa1	2	34
Ptger4	31	32
D630005B22Rik	686	3
Dab2	598	3
C9	515	1
Fyb	665	30
4921505C17Rik	578	30
Osmr	577	26
Lifr	188	12
Gdnf	52	32
Wdr70	30	32
Nup155	40	12
Nipbl	39	12
Slc1a3	721	17
1110020G09Rik	60	34
Skp2	58	33
Lmbrd2	317	21
Ugt3a1	204	5
Ugt3a2	204	5
Capsl	255	5
Il7r	312	5
C230086A09Rik	376	6
Prlr	254	5
Agxt2	117	33
Bxdc2	711	24
Rad1	711	24
Rai14	663	26
C1qtnf3	664	30
Amacr	78	38
Slc45a2	112	39
Rxfp3	152	39
Adamts12	438	1
Tars	686	3
Npr3	83	33
Sub1	331	17
Zfr	575	10
Mtmr12	341	8
Golph3	412	9
Pdzd2	343	8
6030458C11Rik	331	17
Rnasen	331	17
Cdh6	161	21
Cdh10	690	4
Acot10	524	6
Cdh12	447	6
Basp1	545	18
Myo10	105	12
1810015C04Rik	144	12
Zfp622	622	24
AK162044	444	4
Fbxl7	601	4
Ank	305	36
BC087945	678	37
BC052328	677	37
Trio	678	37
Dnahc5	678	37
Ctnnd2	697	6
Dap	578	30
5730557B15Rik	171	13
Ropn1l	222	14
March6	222	14
Cct5	173	13
A930016P21Rik	172	13
Tas2r119	599	3
Sema5a	688	4
Sdc2	687	3
Pgcp	599	3
Tspyl5	253	5
Mtdh	67	12
Laptm4b	134	8
Matn2	134	8
Rpl30	134	8
BC030476	134	8
Hrsp12	134	8
Pop1	177	8
Npal2	177	8
Kcns2	79	32
Stk3	113	39
Osr2	26	12
Cox6c	165	23
Fbxo43	188	12
Polr2k	188	12
Spag1	188	12
Rnf19	188	12
Ankrd46	187	12
4631426E05Rik	180	8
Pabpc1	345	8
Ywhaz	231	10
Zfp706	651	7
Grhl2	481	16
Ncald	42	12
Rrm2b	11	12
Edd1	44	12
Odf1	347	11
Klf10	486	7
Azin1	285	8
Atp6v1c1	575	10
Baalc	575	10
Fzd6	423	10
Cthrc1	47	12
Slc25a32	26	12
Wdsof1	143	12
Rims2	187	12
Tm7sf4	338	14
Dpys	278	14
Lrp12	171	13
Zfpm2	687	3
Oxr1	156	5
Abra	157	5
Angpt1	600	3
Rspo2	688	4
Eif3s6	600	3
Tmem74	600	3
Trhr	374	6
Nudcd1	446	4
Eny2	446	4
Pkhd1l1	445	4
Ebag9	375	6
5730410E15Rik	445	4
Kcnv1	375	6
Csmd3	446	4
Trps1	203	5
Eif3s3	711	24
D530033C11Rik	710	24
Rad21	121	21
Aard	159	33
Slc30a8	312	5
Thrap6	685	3
Ext1	580	30
Samd12	510	37
Tnfrsf11b	687	3
Colec10	687	3
Mal2	687	3
Nov	516	3
Enpp2	154	39
Taf2	711	24
2600005O03Rik	189	12
Depdc6	25	12
Col14a1	188	12
Mrpl13	82	32
Mtbp	82	32
Sntb1	116	32
Has2	596	1
BC026439	687	3
Zhx2	586	27
Derl1	103	12
Wdr67	140	10
BC030396	573	11
9130401M01Rik	494	10
Zhx1	354	10
Atad2	103	12
2410187C16Rik	180	8
Fbxo32	346	8
8230402K04Rik	575	10
Anxa13	575	10
D15Ertd621e	661	26
Tmem65	662	26
Trmt12	188	12
Rnf139	188	12
Tatdn1	188	12
Ndufb9	71	12
Mtss1	70	12
Sqle	135	8
E430025E21Rik	135	8
Trib1	181	10
A1bg	687	3
Myc	188	12
Mlze	151	39
AI987692	110	38
9930109F21Rik	664	30
0910001A06Rik	663	26
Ddef1	214	22
Adcy8	687	3
C920006C10Rik	317	21
Oc90	317	21
Kcnq3	317	21
Lrrc6	516	3
Tmem71	197	39
Phf20l1	514	1
Sla	596	1
Wisp1	514	1
Ndrg1	197	39
St3gal1	197	39
Khdrbs3	691	4
1700010C24Rik	604	4
Kcnk9	608	6
1810044A24Rik	610	5
Chrac1	409	8
Eif2c2	409	8
Ptk2	411	9
Dennd3	657	11
Slc45a4	658	11
Gpr20	284	8
Gm628	222	14
Bai1	266	23
Arc	170	13
Jrk	171	13
Psca	171	13
4930572J05Rik	171	13
Slurp1	171	13
Lypd2	170	13
Lynx1	170	13
Ly6d	170	13
D730001G18Rik	266	23
Ly6k	265	23
Hemt1	265	23
Cyp11b1	265	23
Cyp11b2	265	23
2010109I03Rik	212	23
Ly6e	165	23
Ly6i	165	23
Ly6a	123	21
Ly6c	153	39
Ly6f	252	2
9030619P08Rik	81	32
Ly6h	130	13
Gpihbp1	174	14
Zfp41	176	14
Top1mt	227	8
Rhpn1	227	8
Mafa	284	8
Zc3h3	284	8
Gsdmdc1	490	11
Naprt1	417	11
Eef1d	417	11
Tigd5	418	11
Pycrl	419	10
Tsta3	419	10
Zfp623	419	10
Zfp707	493	11
Mapk15	573	11
AA409316	573	11
Scrib	415	11
2410104I19Rik	415	11
Nrbp2	415	11
Eppk1	416	11
Plec1	185	10
Grina	566	7
Spatc1	651	7
Oplah	652	7
Exosc4	655	11
Gpaa1	656	11
Cyc1	572	11
Sharpin	493	11
Maf1	493	11
Brp16	353	10
Tssk5	353	10
Bop1	350	10
Scx	350	10
Hsf1	416	11
Dgat1	489	11
Scrt1	568	7
Fbxl6	654	11
Gpr172b	489	11
Adck5	419	10
Cpsf1	352	10
Slc39a4	291	10
Vps28	291	10
Nfkbil2	235	10
Cyhr1	235	10
Kifc2	235	10
Foxh1	235	10
Ppp1r16a	235	10
Gpt1	234	10
Mfsd3	290	10
Recql4	290	10
Lrrc14	290	10
Lrrc24	289	10
C030006K11Rik	289	10
D15Wsu169e	289	10
Zfp251	652	7
Zfp7	567	7
Commd5	653	7
Rpl8	653	7
Zfp647	653	7
1110038F14Rik	653	7
Mb	657	11
Rbm9	573	11
BC085284	485	7
9030421J09Rik	564	7
2210421G13Rik	343	8
9130218O11Rik	227	8
2310016F22Rik	412	9
Myh9	285	8
Txn2	419	10
Eif3s7	568	7
Cacng2	651	7
Rabl4	73	12
Pvalb	47	12
Ncf4	47	12
Csf2rb2	395	19
Csf2rb1	329	19
Tst	72	12
Mpst	72	12
Kctd17	71	12
Tmprss6	103	12
Il2rb	660	10
C1qtnf6	660	10
Sstr3	574	10
Rac2	659	11
Pscd4	659	11
Mfng	235	10
Card10	353	10
Cdc42ep1	347	11
Lgals2	414	11
Gga1	652	7
Sh3bp1	652	7
Pdxp	652	7
Lgals1	652	7
Triobp	652	7
H1f0	419	10
Gcat	351	10
Galr3	352	10
Eif3s6ip	235	10
1700088E04Rik	353	10
Polr2f	352	10
Pick1	419	10
Slc16a8	353	10
Baiap2l2	353	10
Pla2g6	493	11
Maff	419	10
4732495E13Rik	419	10
Csnk1e	570	11
Kcnj4	651	7
Kdelr3	566	7
Ddx17	652	7
Pgea1	415	11
Tomm22	488	7
Josd1	488	7
Gtpbp1	567	7
Unc84b	653	7
Dnalc4	350	10
Nptxr	418	11
Npcd	418	11
Cbx6	492	11
Apobec3	656	11
Cbx7	571	11
Pdgfb	492	11
Rpl3	492	11
Syngr1	492	11
Map3k7ip1	572	11
Mgat3	493	11
Atf4	415	11
Rps19bp1	414	11
Cacna1i	413	7
Grap2	98	8
AW544981	99	8
Tnrc6b	136	8
Adsl	99	8
Rutbc3	67	12
Mkl1	67	12
Mchr1	650	7
Slc25a17	565	7
St13	485	7
Dnajb7	346	8
Rbx1	289	10
Ep300	569	11
L3mbtl2	419	10
Rangap1	571	11
Zc3h7b	571	11
Tef	353	10
Tob2	419	10
Phf5a	491	11
Aco2	490	11
Polr3h	568	7
Csdc2	489	11
Pmm1	416	11
1700029P11Rik	415	11
D15Wsu75e	488	7
Xrcc6	567	7
Nhp2l1	567	7
Srebf2	651	7
Tnfrsf13c	291	10
Sept3	235	10
Naga	560	16
C920005C14Rik	559	16
1500032L24Rik	559	16
Ndufa6	558	16
Cyp2d22	556	16
Cyp2d10	131	14
Cyp2d9	63	13
9030605E09Rik	532	31
BC018285	532	31
Cyp2d13	615	31
1300013D18Rik	635	15
Cyp2d26	636	15
Tcf20	639	16
Nfam1	287	10
Serhl	347	11
1110014J01Rik	286	10
Poldip3	287	10
Cyb5r3	233	10
A4galt	656	11
Arfgap3	653	7
Pacsin2	650	7
Ttll1	564	7
Bik	234	10
Ttll12	184	10
Scube1	181	10
Mpped1	394	19
4931407K02Rik	465	19
Sult4a1	552	15
Pnpla5	553	15
Samm50	93	13
Parvb	93	13
Parvg	641	16
Ldoc1l	644	16
Arhgap8	185	10
3110043J09Rik	233	10
Phf21b	648	9
Nup50	647	9
5031439G07Rik	647	9
Upk3a	67	12
3110048E14Rik	98	8
Fbln1	282	8
Atxn10	284	8
Wnt7b	658	11
Ppara	284	8
2210021J22Rik	413	7
Pkdrej	346	8
AW124722	659	11
Gtse1	236	10
Trmu	236	10
Celsr1	292	10
BC021523	348	10
Cerk	650	7
Tbc1d22a	647	9
AW049604	524	6
Zdhhc25	333	13
Brd1	138	10
Zbed4	348	10
Alg12	287	10
Creld2	288	10
Pim3	288	10
1700019P01Rik	413	7
Mlc1	565	7
Mov10l1	650	7
Panx2	649	9
1300018J18Rik	648	9
Hdac10	562	9
Mapk12	562	9
Mapk11	562	9
1700027J05Rik	232	10
Saps2	233	10
Sbf1	648	9
Adm2	347	11
Miox	347	11
Ecgf1	231	10
2010001J22Rik	231	10
Cpt1b	231	10
Chkb	230	10
C730034F03Rik	230	10
Mapk8ip2	647	9
Arsa	646	9
Shank3	560	16
Acr	94	13
Rabl2a	94	13
Syt10	698	6
Cpne8	688	4
Kif21a	698	6
Abcd2	681	35
Slc2a13	698	6
Lrrk2	687	3
Muc19	599	3
Smgc	599	3
Cntn1	690	4
Glt8d3	701	31
Yaf2	677	37
Zcrb1	676	27
Pphln1	676	27
Prickle1	677	37
Adamts20	686	3
Pus7l	53	32
Irak4	31	32
Tmem117	15	34
Nell2	600	3
Tmem16f	467	19
Arid2	399	15
Sfrs2ip	133	14
Slc38a1	178	8
Slc38a2	178	8
Slc38a4	632	17
Amigo2	711	24
BC038822	711	24
D15Ertd682e	102	12
Pp11r	179	8
Rapgef3	136	8
4930570C03Rik	104	12
Hdac7a	104	12
Vdr	141	10
Tmem106c	141	10
Col2a1	141	10
Senp1	141	10
Pfkm	99	8
Asb8	99	8
AI836003	98	8
Olfr288	134	8
H1fnt	132	14
Zfp641	331	17
Olfr285	331	17
Olfr257	331	17
Olfr284	331	17
Olfr283	43	12
Olfr282	227	8
Olfr281	411	9
Lalba	412	9
Olfr234	413	7
2310037I24Rik	414	11
Ccnt1	567	7
Adcy6	653	7
Cacnb3	570	11
Ddx23	571	11
Rnd1	491	11
Ccdc65	489	11
Fkbp11	490	11
Arf3	491	11
5830427D03Rik	419	10
Wnt10b	419	10
Wnt1	420	10
Prkag1	420	10
Rhebl1	655	11
Dhh	655	11
Lmbr1l	655	11
Prph1	492	11
C1ql4	492	11
2810451A06Rik	570	11
Spats2	567	7
Kcnh3	567	7
Mcrs1	488	7
Prpf40b	653	7
Fmnl3	652	7
Tegt	487	7
C230021P08Rik	488	7
4930556P03Rik	567	7
Faim2	650	7
Aqp2	414	11
Aqp5	414	11
Aqp6	488	7
Racgap1	652	7
Accn2	652	7
Smarcd1	489	11
Gpd1	416	11
2310016M24Rik	417	11
Lass5	417	11
Lima1	568	7
1700030F18Rik	289	10
D330037H05Rik	348	10
Atf1	349	10
4930478A21Rik	415	11
Mettl7a	649	9
Ubie	650	7
LOC554292	650	7
Yghl1-4	650	7
Slc11a2	414	11
Letmd1	347	11
BC035295	484	9
Tcfcp2	649	9
Pou6f1	483	9
Dazap2	647	9
BC004728	647	9
Ela1	648	9
Galnt6	648	9
Slc4a8	479	16
Scn8a	555	16
Ankrd33	417	11
Acvrl1	418	11
Acvr1b	233	10
Grasp	185	10
Nr4a1	235	10
9430023L20Rik	234	10
6030408B16Rik	289	10
1700011A15Rik	138	10
4732456N10Rik	13	34
Eif4b	653	7
Tenc1	653	7
Spryd3	653	7
Igfbp6	654	11
Soat2	654	11
Csad	491	11
Itgb7	420	10
Rarg	420	10
D15Mgi27	654	11
Espl1	653	7
Pfdn5	653	7
Myg1	653	7
Aaas	568	7
Sp7	491	11
Sp1	292	10
Amhr2	492	11
Prr13	655	11
Pcbp2	654	11
Map3k12	653	7
Tarbp2	488	7
Npff	488	7
Atf7	488	7
Atp5g2	570	11
Calcoco1	486	7
Hoxc13	563	9
Hoxc12	563	9
Hoxc11	649	9
Hoxc10	564	7
Hoxc9	650	7
Hoxc8	650	7
Hoxc6	650	7
Hoxc5	650	7
Hoxc4	650	7
Smug1	652	7
Cbx5	566	7
Hnrpa1	651	7
Nfe2	651	7
Copz1	652	7
Gpr84	567	7
Zfp385	653	7
Itga5	489	11
BC048502	651	7
Nckap1l	565	7
Pde1b	484	9
Ppp1r1a	482	9
Glycam1	134	8
Olfr161	202	5
Mefv	121	21
Zfp263	211	23
Olfr15	337	14
Zfp174	337	14
Zfp597	337	14
1200013P24Rik	404	14
1700037C18Rik	406	14
Cluap1	406	14
Btbd12	408	8
Dnase1	407	14
Trap1	340	14
Crebbp	279	14
Adcy9	282	8
Srl	651	7
Tcfap4	417	11
Glis2	493	11
Magmas	493	11
Coro7	493	11
Vasn	493	11
Dnaja3	414	11
Hmox2	485	7
5730403B10Rik	485	7
Mgrn1	285	8
Nudt16l1	141	10
Anks3	141	10
Rogdi	229	8
3930401K13Rik	228	8
Ubn1	282	8
Ppl	136	8
Nagpa	225	14
AU021092	224	14
Alg1	173	13
5730409G15Rik	172	13
A2bp1	690	4
4930511J11Rik	458	20
BC024814	473	15
Abat	474	15
Pmm2	406	14
Carhsp1	406	14
Usp7	406	14
1810013L24Rik	288	10
Grin2a	694	4
4930517K11Rik	117	33
Emp2	165	23
Nubp1	171	13
Dexi	26	12
4932416N17Rik	26	12
Socs1	659	11
Tnp2	659	11
Prm3	659	11
Prm2	659	11
Prm1	659	11
A630055G03Rik	574	10
Litaf	654	11
Snn	659	11
Txndc11	231	10
Zc3h7a	346	8
Rsl1d1	284	8
Gspt1	230	10
Tnfrsf17	283	8
4933437K13Rik	279	14
C530044N13Rik	251	2
Ercc4	145	12
Gt4-1	576	26
Mkl2	661	26
Parn	227	8
Bfar	230	10
3110001I22Rik	230	10
Pla2g10	293	10
Rrn3	184	10
Ntan1	409	8
Mpv17l	222	14
Ifitm7	174	14
2900011O08Rik	174	14
4921513D23Rik	225	14
Nde1	176	14
Myh11	96	14
0610037P05Rik	469	17
Abcc1	469	17
Snai2	442	3
Efcab1	600	3
Ube2v2	118	33
Mcm4	87	33
Prkdc	87	33
2410018G20Rik	165	23
Cebpd	213	22
2310008H04Rik	213	22
Pkp2	335	13
Yars2	402	13
Dnm1l	335	13
Fgd4	262	21
Olfr19	210	21
Spag6	264	23
Vpreb1	406	14
Top3b	406	14
Ppm1f	408	8
Mapk1	649	9
Ypel1	416	11
Ppil2	418	11
2610318N02Rik	352	10
Sdf2l1	291	10
1810015A11Rik	291	10
Ube2l3	292	10
Gm603	293	10
Hic2	292	10
Pik4ca	572	11
Serpind1	487	7
Snap29	651	7
Crkl	414	11
Lztr1	413	7
Thap7	413	7
4930451C15Rik	412	9
P2rxl1	345	8
Slc7a4	284	8
Pcqap	346	8
Klhl22	485	7
Scarf2	413	7
Car15	414	11
Dgcr2	414	11
Tssk1	564	7
Tssk2	564	7
Es2el	564	7
