ID	Hexagon_index
ENSG00000117228	22
ENSG00000117399	58
ENSG00000117479	41
ENSG00000117480	18
ENSG00000117525	8
ENSG00000117569	32
ENSG00000117593	57
ENSG00000117595	15
ENSG00000117602	37
ENSG00000117676	18
ENSG00000117758	10
ENSG00000117791	58
ENSG00000117868	2
ENSG00000118257	49
ENSG00000118263	59
ENSG00000118515	38
ENSG00000118596	60
ENSG00000118785	50
ENSG00000118971	14
ENSG00000118985	18
ENSG00000119138	20
ENSG00000119185	57
ENSG00000119227	41
ENSG00000119280	43
ENSG00000119669	25
ENSG00000119714	49
ENSG00000119801	12
ENSG00000119899	43
ENSG00000119917	53
ENSG00000119922	52
ENSG00000119938	38
ENSG00000119943	26
ENSG00000119950	26
ENSG00000120051	50
ENSG00000120129	38
ENSG00000120217	30
ENSG00000120256	59
ENSG00000120265	34
ENSG00000120278	13
ENSG00000120437	59
ENSG00000120549	48
ENSG00000120675	39
ENSG00000120694	32
ENSG00000120708	50
ENSG00000120875	29
ENSG00000120896	23
ENSG00000120937	50
ENSG00000121005	38
ENSG00000121039	50
ENSG00000121067	23
ENSG00000121274	7
ENSG00000121361	30
ENSG00000121671	26
ENSG00000121691	18
ENSG00000121753	52
ENSG00000121858	50
ENSG00000122335	18
ENSG00000122359	10
ENSG00000122378	58
ENSG00000122515	45
ENSG00000122545	34
ENSG00000122642	10
ENSG00000122691	41
ENSG00000122786	23
ENSG00000122861	50
ENSG00000123130	7
ENSG00000123131	3
ENSG00000123143	3
ENSG00000123159	10
ENSG00000123178	21
ENSG00000123179	23
ENSG00000123213	18
ENSG00000123342	53
ENSG00000123388	41
ENSG00000123416	2
ENSG00000123473	58
ENSG00000123505	7
ENSG00000123562	42
ENSG00000123689	49
ENSG00000123977	59
ENSG00000123983	19
ENSG00000124212	49
ENSG00000124226	5
ENSG00000124508	48
ENSG00000124549	13
ENSG00000124570	7
ENSG00000124593	41
ENSG00000124766	28
ENSG00000124767	57
ENSG00000124839	48
ENSG00000124920	5
ENSG00000124942	2
ENSG00000125148	21
ENSG00000125257	58
ENSG00000125266	61
ENSG00000125378	47
ENSG00000125384	38
ENSG00000125398	47
ENSG00000125430	27
ENSG00000125520	43
ENSG00000125618	27
ENSG00000125629	7
ENSG00000125648	42
ENSG00000125733	23
ENSG00000125753	22
ENSG00000125827	18
ENSG00000125868	20
ENSG00000125965	50
ENSG00000126247	43
ENSG00000126458	42
ENSG00000126522	2
ENSG00000126524	18
ENSG00000126562	47
ENSG00000126709	13
ENSG00000126746	54
ENSG00000126777	7
ENSG00000126790	12
ENSG00000126903	18
ENSG00000127129	38
ENSG00000127314	56
ENSG00000127325	53
ENSG00000127334	48
ENSG00000127585	9
ENSG00000127589	2
ENSG00000127603	31
ENSG00000127863	51
ENSG00000127947	17
ENSG00000128016	38
ENSG00000128245	18
ENSG00000128274	8
ENSG00000128285	50
ENSG00000128311	10
ENSG00000128335	38
ENSG00000128342	30
ENSG00000128510	49
ENSG00000128563	45
ENSG00000128567	52
ENSG00000128596	13
ENSG00000128602	46
ENSG00000128606	50
ENSG00000128645	19
ENSG00000128656	60
ENSG00000128791	35
ENSG00000128849	14
ENSG00000128881	15
ENSG00000129038	46
ENSG00000129116	23
ENSG00000129197	15
ENSG00000129353	23
ENSG00000129354	21
ENSG00000129355	59
ENSG00000129514	50
ENSG00000129657	58
ENSG00000129757	50
ENSG00000129946	52
ENSG00000130052	15
ENSG00000130066	14
ENSG00000130164	20
ENSG00000130176	45
ENSG00000130222	39
ENSG00000130309	2
ENSG00000130429	10
ENSG00000130513	50
ENSG00000130517	31
ENSG00000130518	30
ENSG00000130584	45
ENSG00000130635	42
ENSG00000130720	48
ENSG00000130766	32
ENSG00000130768	28
ENSG00000130827	43
ENSG00000130997	31
ENSG00000131080	53
ENSG00000131187	22
ENSG00000131236	19
ENSG00000131370	27
ENSG00000131435	32
ENSG00000131446	10
ENSG00000131504	19
ENSG00000131711	19
ENSG00000131747	58
ENSG00000131781	59
ENSG00000131788	23
ENSG00000131871	10
ENSG00000132003	48
ENSG00000132031	37
ENSG00000132128	10
ENSG00000132155	17
ENSG00000132199	5
ENSG00000132205	52
ENSG00000132256	15
ENSG00000132326	52
ENSG00000132535	46
ENSG00000132561	50
ENSG00000132589	10
ENSG00000132613	10
ENSG00000132669	52
ENSG00000132716	45
ENSG00000132780	54
ENSG00000132793	40
ENSG00000132963	7
ENSG00000133027	36
ENSG00000133065	5
ENSG00000133069	53
ENSG00000133083	38
ENSG00000133106	38
ENSG00000133107	47
ENSG00000133121	2
ENSG00000133131	45
ENSG00000133134	49
ENSG00000133142	40
ENSG00000133313	19
ENSG00000133424	53
ENSG00000133460	12
ENSG00000133597	57
ENSG00000133639	53
ENSG00000133657	53
ENSG00000133794	57
ENSG00000133805	49
ENSG00000133808	14
ENSG00000134013	46
ENSG00000134030	22
ENSG00000134070	29
ENSG00000134115	41
ENSG00000134198	40
ENSG00000134243	38
ENSG00000134245	49
ENSG00000134247	53
ENSG00000134285	26
ENSG00000134318	34
ENSG00000134333	8
ENSG00000134339	38
ENSG00000134352	19
ENSG00000134532	8
ENSG00000134548	60
ENSG00000134569	40
ENSG00000134590	43
ENSG00000134759	16
ENSG00000134762	7
ENSG00000134769	12
ENSG00000134824	9
ENSG00000134851	7
ENSG00000134905	36
ENSG00000134970	17
ENSG00000134996	58
ENSG00000135046	57
ENSG00000135048	38
ENSG00000135049	57
ENSG00000135077	51
ENSG00000135111	49
ENSG00000135205	61
ENSG00000135298	48
ENSG00000135299	23
ENSG00000135338	41
ENSG00000135362	42
ENSG00000135373	52
ENSG00000135378	58
ENSG00000135446	53
ENSG00000135447	61
ENSG00000135457	54
ENSG00000135480	39
ENSG00000135537	18
ENSG00000135549	14
ENSG00000135617	19
ENSG00000135636	45
ENSG00000135678	38
ENSG00000135679	15
ENSG00000135749	13
ENSG00000135766	2
ENSG00000135776	59
ENSG00000135778	29
ENSG00000135821	40
ENSG00000135842	53
ENSG00000135899	59
ENSG00000135905	14
ENSG00000135919	15
ENSG00000135926	10
ENSG00000135953	5
ENSG00000135966	32
ENSG00000136003	5
ENSG00000136014	53
