ID	Hexagon_index
204906_at	215
204913_s_at	337
204914_s_at	336
204915_s_at	274
204917_s_at	376
204918_s_at	376
204920_at	177
204922_at	5
204927_at	155
204938_s_at	260
204939_s_at	321
204944_at	362
204947_at	126
204948_s_at	364
204953_at	65
204957_at	156
204958_at	122
204961_s_at	392
204963_at	40
204965_at	97
204966_at	326
204967_at	231
204973_at	100
204975_at	195
204976_s_at	355
204978_at	122
204979_s_at	261
204980_at	268
204984_at	356
204985_s_at	248
204987_at	342
204988_at	346
204992_s_at	37
204993_at	328
204995_at	134
205005_s_at	111
205011_at	359
205013_s_at	265
205016_at	83
205018_s_at	167
205022_s_at	102
205024_s_at	106
205029_s_at	385
205030_at	385
205031_at	266
205034_at	97
205036_at	81
205040_at	176
205041_s_at	177
205044_at	365
205046_at	217
205048_s_at	244
205051_s_at	250
205052_at	110
205053_at	110
205054_at	278
205056_s_at	203
205066_s_at	4
205068_s_at	358
205071_x_at	14
205075_at	225
205077_s_at	79
205078_at	197
205079_s_at	323
205085_at	29
205088_at	328
205100_at	293
205103_at	97
205105_at	195
205108_s_at	343
205113_at	342
205116_at	176
205123_s_at	146
205133_s_at	196
205134_s_at	32
205135_s_at	198
205138_s_at	30
205139_s_at	247
205141_at	181
205143_at	180
205150_s_at	335
205151_s_at	335
205152_at	23
205154_at	5
205156_s_at	212
205158_at	100
205163_at	335
205164_at	55
205168_at	331
205177_at	384
205181_at	40
205187_at	4
205190_at	30
205198_s_at	39
205201_at	263
205206_at	353
205216_s_at	343
205217_at	28
205221_at	133
205222_at	26
205229_s_at	360
205240_at	331
205250_s_at	168
205257_s_at	276
205263_at	241
205268_s_at	232
205273_s_at	22
205274_at	392
205278_at	363
205279_s_at	270
205280_at	94
205284_at	29
205286_at	363
205287_s_at	28
205289_at	363
205290_s_at	364
205302_at	278
205308_at	95
205309_at	147
205311_at	228
205315_s_at	39
205320_at	175
205328_at	365
205329_s_at	74
205330_at	221
205335_s_at	140
205337_at	41
205338_s_at	395
205339_at	358
205344_at	327
205346_at	95
205347_s_at	168
205348_s_at	192
205350_at	385
205351_at	294
205352_at	237
205354_at	19
205355_at	42
205356_at	52
205357_s_at	353
205358_at	174
205359_at	394
205361_s_at	193
205364_at	69
205366_s_at	137
205367_at	214
205368_at	9
205369_x_at	13
205374_at	301
205380_at	349
205381_at	342
205383_s_at	175
205387_s_at	363
205388_at	341
205393_s_at	197
205394_at	247
205399_at	346
