ID	Hexagon_index	Cluster_base	data.AB_D_CPM_logFC	data.ATC_D_CPM_logFC	data.LY_D_CPM_logFC
ENSG00000102158	44	8	0.19630330099002	0.225100961885006	0.197371045591367
ENSG00000102181	39	8	0.168341545147118	0.130603533450549	0.502581819225414
ENSG00000102189	60	9	0.300230135488964	0.233450833156536	0.267458383462565
ENSG00000102271	135	7	0.907243384466949	0.713368940840677	0.967001687520762
ENSG00000102317	61	9	0.321709960154569	0.234994629495913	0.319252606334938
ENSG00000102384	214	10	0.713697490331197	0.329769265799006	0.384244226164085
ENSG00000102409	33	5	-0.365010747012905	-0.171725202001489	-0.117946725277908
ENSG00000102452	226	7	1.18250092039847	2.08097924764932	1.55812863748878
ENSG00000102554	167	10	0.564513454515604	0.347830576558808	0.261658329164368
ENSG00000102572	58	9	0.209302551411611	0.193610155493529	0.190168690138254
ENSG00000102580	101	8	0.187704782103822	0.24389119235619	0.104783752067934
ENSG00000102699	167	10	0.557839421083709	0.267648541183412	0.351662199516133
ENSG00000102753	68	8	0.357174473192219	0.34765576291661	0.3087880724764
ENSG00000102781	263	10	0.422598808272433	0.390501843921934	0.15812036443018
ENSG00000102804	72	6	-0.343436494055751	-0.270715771855412	-0.361196338409409
ENSG00000102893	35	9	0.187775927260448	0.196123309981527	0.144986637054119
ENSG00000102904	141	4	-0.540802308314953	-0.306109716662804	-0.478378737980172
ENSG00000102934	158	2	-0.504318767988334	-0.0582305539257524	-0.442283490088974
ENSG00000102984	113	6	-0.429228830053511	-0.38993207357921	-0.326785559572175
ENSG00000102996	95	8	0.214700354129484	0.390395812050213	0.677166226584498
ENSG00000103034	53	5	-0.473034881722995	-0.277467220998021	-0.22252739712985
ENSG00000103044	146	3	-0.412303436995288	-0.51777402246019	-0.629029248880975
ENSG00000103066	93	9	0.388002795901794	0.344592964974753	0.584675940526962
ENSG00000103067	166	10	0.625081867324672	0.152556457607011	0.285914503159061
ENSG00000103150	29	6	-0.321198646881935	-0.341275751116227	-0.245259733940385
ENSG00000103196	228	7	1.26190778474909	0.879164195193804	0.509226703743362
ENSG00000103249	15	5	-0.353981009769938	-0.277331127459668	-0.106474718052104
ENSG00000103342	101	8	0.21430786435288	0.289877755906756	0.111822951305715
ENSG00000103381	127	9	0.373008839245353	0.342187513547004	0.397778095002782
ENSG00000103449	160	2	-0.551763670822323	-0.184049530954323	-0.299318487006573
ENSG00000103742	161	2	-0.442312861717658	-0.0400374675693644	-0.25045545594215
ENSG00000103876	133	8	0.398058453152165	0.663639476251173	0.67853306076915
ENSG00000103888	238	1	-1.37211119927624	-1.16147186693215	-0.632687603662782
ENSG00000103942	98	8	0.410744166773912	0.626938481998078	0.477819372823311
ENSG00000103966	100	8	0.291067079618336	0.38362176736281	0.247942099520441
ENSG00000103994	27	6	-0.125058250429789	-0.259293142712719	-0.185942271998594
ENSG00000104059	196	3	-0.504542278758242	-0.568485059984754	-0.247978793202939
ENSG00000104081	238	1	-1.26679712076246	-0.985549738299211	-0.979866914595025
ENSG00000104154	125	9	0.443303667778243	0.117229808475676	0.311886464520962
ENSG00000104320	88	9	0.327065557925131	0.271980957656438	0.206656836726038
ENSG00000104432	114	6	-0.420837862086821	-0.369676811122424	-0.396505741322276
ENSG00000104549	168	10	0.495390265545557	0.375075359465079	0.241704295646359
ENSG00000104687	43	8	0.231567197202958	0.338213360988448	0.272901928436981
ENSG00000104695	100	8	0.301885768327329	0.441416844952091	0.264333654732882
ENSG00000104756	265	10	0.604269632364097	0.28102940375985	0.15095119070173
ENSG00000104763	36	9	0.264027629064513	0.164168699128346	0.227243621702461
ENSG00000104783	230	8	0.312868804244391	0.790835747598564	0.140886177068515
ENSG00000104812	132	8	0.263660562730551	0.614507217043976	0.679264617346285
ENSG00000104881	9	8	0.129514539196809	0.214785586864668	0.353741440403887
ENSG00000104886	101	8	0.20257968898214	0.265824397667715	0.106008944647926
ENSG00000104951	237	1	-0.883812408289518	-0.904826744971438	-1.2866016497593
ENSG00000105185	209	10	0.267782936762187	0.187495520933904	0.0784851561555806
ENSG00000105204	31	5	-0.510152737857516	-0.323267791224985	0.0208698754177519
ENSG00000105220	22	8	0.124003793847165	0.29504818454536	0.370304380547168
ENSG00000105246	250	6	-0.131912962056746	-0.631290869413311	-0.568168459842665
ENSG00000105327	115	5	-0.396953162289905	-0.343044691234296	-0.445002232660741
ENSG00000105373	30	6	-0.349704323603851	-0.377104278441883	-0.126476186019046
ENSG00000105426	16	5	-0.549051354416385	-0.147862090417303	-0.0397204837321414
ENSG00000105499	193	3	-0.587944491742101	-0.547665323637136	-0.406095026755517
ENSG00000105514	99	8	0.275008073434504	0.498923779998179	0.345471171955213
ENSG00000105552	37	9	0.270975895623654	0.178887259570549	0.327143734062282
ENSG00000105767	81	5	-0.52361596750054	-0.335630162005739	-0.323331954607941
ENSG00000105825	236	1	-0.819217428570361	-0.560786650398455	-1.51633173135801
ENSG00000105854	210	10	0.368816203955945	0.320174036986764	0.147783413555543
ENSG00000105855	81	5	-0.494302648978262	-0.299210127394902	-0.366298618939535
ENSG00000105856	141	4	-0.475148845271517	-0.336956216785877	-0.408821254006752
ENSG00000105928	103	4	-0.284948873378618	-0.237456090258461	-0.314983795221618
ENSG00000105997	53	5	-0.39859611344678	-0.287616617915502	-0.261055578072583
ENSG00000106025	213	10	0.653925957988542	0.00495555848225893	0.320464962831536
ENSG00000106089	159	2	-0.670536191105851	-0.0988499065680211	-0.402549870507142
ENSG00000106211	223	7	0.426935768323279	0.787224269056031	1.28096134163115
ENSG00000106261	56	5	-0.363049754860937	-0.125839520686974	-0.214372622538336
ENSG00000106348	41	8	0.0758764049769427	0.363732616607596	0.386535231636041
ENSG00000106351	130	9	0.387183417517314	0.247987599724326	0.671918692675676
ENSG00000106366	226	7	1.67686968798437	1.74231476327873	1.31849718971685
ENSG00000106397	3	8	0.106129988149472	0.201422283650167	0.242524814108822
ENSG00000106537	159	2	-0.599092008063671	-0.0492452937355088	-0.377152830681649
ENSG00000106605	127	9	0.398390793293769	0.311481990555794	0.383889106034045
ENSG00000106615	126	9	0.388772307211166	0.330575093169442	0.279109567015079
ENSG00000106617	228	7	1.28447714675461	0.685362239984058	0.889508503967186
ENSG00000106714	270	10	0.570212222185752	0.995144059325729	0.142952083581551
ENSG00000106772	178	7	0.982641137043645	1.22739335465849	1.0127184948934
ENSG00000106780	164	10	0.434218074800333	0.234365740801947	0.103542979164406
ENSG00000106799	225	7	1.0644043221974	1.27279569234443	1.57219988000401
ENSG00000106829	28	6	-0.226916110086009	-0.344875927622846	-0.16108918017729
ENSG00000106976	148	3	-0.440842739789882	-0.452658285218949	-0.356296834532722
ENSG00000107104	24	8	0.115885057797295	0.294788695257541	0.28338357823554
ENSG00000107175	24	8	0.14715939555296	0.223517542489546	0.281041082800765
ENSG00000107249	154	6	-0.333694073812302	-0.317404946736373	-0.504269204494552
ENSG00000107281	3	8	0.0932969585528607	0.200506602495842	0.261615130964196
ENSG00000107372	140	4	-0.236602678363576	-0.148598274416714	-0.286569801066982
ENSG00000107537	43	8	0.241416154807664	0.301018163132736	0.291501633373996
ENSG00000107551	223	7	0.56611686801362	0.647572233436765	1.23522908859167
ENSG00000107562	238	1	-1.64219249081547	-2.004485081648	-1.27720685751198
ENSG00000107731	258	2	-1.3390050657605	-0.368951301347183	-0.472287963215122
ENSG00000107796	224	7	0.835064597409866	0.718390290492658	1.51327307372848
ENSG00000107798	24	8	0.176565286413344	0.23311951764317	0.240258460025705
ENSG00000107968	260	2	-0.684898892538262	-0.263675199172052	-0.239209336323591
ENSG00000108091	38	9	0.382097392250035	0.175674822650277	0.420047372883626
ENSG00000108175	55	5	-0.469683056254167	-0.200220350640596	-0.222076988576473
ENSG00000108179	140	4	-0.221832182170945	-0.186476016575325	-0.374163652196875
ENSG00000108239	263	10	0.433775462162979	0.382778690164412	0.09295917206531
ENSG00000108370	63	9	0.347295987222241	0.103913396915637	0.505197123305328
ENSG00000108375	135	7	0.762635870061211	0.74507757871843	0.716907538472372
ENSG00000108448	260	2	-0.62276696690421	-0.309458212911695	-0.217800291225071
ENSG00000108465	78	6	-0.247419399563519	-0.506528169328392	-0.171031077466202
ENSG00000108479	22	8	0.18991506955102	0.278436111493327	0.355882727907666
ENSG00000108582	219	10	0.692556590796887	0.589984999010908	0.570430777113942
ENSG00000108691	237	1	-1.21004396450288	-1.17066752190983	-1.37694612528378
ENSG00000108797	23	8	0.143778023666211	0.334796714595735	0.32947165492497
ENSG00000108829	231	8	0.161648720920066	0.429063539435909	0.27678210861121
ENSG00000108840	29	6	-0.261820891172536	-0.432829249419399	-0.101132377335998
ENSG00000108854	235	1	-0.745305929849977	-0.505827306768525	-0.895149757862581
ENSG00000108947	113	6	-0.399700179195645	-0.45380359141082	-0.380369460729158
ENSG00000109089	42	8	0.175705845023981	0.435652962421733	0.375713869743907
ENSG00000109320	47	6	-0.0841665441403103	-0.2806508536105	-0.29614472255261
ENSG00000109321	226	7	4.42669929107754	5.61755270449629	4.19794466501555
ENSG00000109339	188	1	-0.980186585853033	-0.66521431896836	-0.767468256704195
ENSG00000109475	26	6	-0.0852217989165114	-0.219322573671138	-0.267203362303562
ENSG00000109667	180	8	0.435451156558905	0.809311336379499	0.486708431259354
ENSG00000109680	270	10	0.562805864661813	0.675316627888869	0.136322835556431
ENSG00000109819	220	9	0.846410951434975	0.139026924859364	0.713997927047994
ENSG00000109846	226	7	1.45583535491558	2.68794358024539	3.17857673701405
ENSG00000109861	233	4	-0.283125838216873	-0.177757118595537	-0.358706505421196
ENSG00000109919	101	8	0.204594763909544	0.23072898860651	0.141764118816153
ENSG00000109929	61	9	0.304653075767301	0.227911513517146	0.312160728082468
ENSG00000110031	255	2	-0.473074364413231	-0.195017011632821	-0.886333098513181
ENSG00000110046	29	6	-0.282454903112161	-0.324710040137837	-0.220348082325006
ENSG00000110080	61	9	0.326847375562238	0.13245844566228	0.351124346335761
ENSG00000110104	37	9	0.255664504459431	0.206132548150675	0.328149313048758
ENSG00000110108	35	9	0.194501289218362	0.15304534238096	0.179857131064663
ENSG00000110400	27	6	-0.171202453701765	-0.288570771094841	-0.223803842138334
ENSG00000110492	248	3	-0.509947191356733	-0.655066492426451	-0.274464537458338
ENSG00000110693	195	3	-0.498069481202028	-0.442323211939227	-0.127657053368578
ENSG00000110713	165	10	0.502812002058912	0.217917200653631	0.221669032129625
ENSG00000110900	144	3	-0.788391089421027	-0.709043109213911	-0.525493836250093
ENSG00000110921	168	10	0.486498623944685	0.425579899068071	0.294020690596588
ENSG00000110931	19	8	0.232206308217184	0.149004578176829	0.248976551814027
ENSG00000110944	237	1	-0.819388215529961	-1.27169084226407	-1.56893823384549
ENSG00000111052	270	10	0.624174820190182	1.02099222339792	-0.272152854653036
ENSG00000111057	66	8	0.0567971441932071	0.531632754801885	0.502099286525117
ENSG00000111077	129	9	0.50769593000482	0.193649237475785	0.669268233308795
ENSG00000111110	107	6	-0.399260404185806	-0.485806248040472	-0.520304028870069
ENSG00000111237	100	8	0.292552183274806	0.320411525940383	0.211226529891513
ENSG00000111275	98	8	0.429792128475847	0.678598476246732	0.528361195329398
ENSG00000111321	65	8	0.182923094497037	0.423767644576393	0.558993907119427
ENSG00000111348	96	8	0.254821799968858	0.504602319010968	0.630326058699051
ENSG00000111371	59	9	0.313467396306743	0.16034993230237	0.23469285365026
ENSG00000111424	142	1	-0.677083929426217	-0.546324254775103	-0.646830503844627
ENSG00000111450	89	9	0.348372999042249	0.290820843877778	0.231704694895486
ENSG00000111653	79	6	-0.329554248193158	-0.379501814296754	-0.244536602233675
ENSG00000111664	53	5	-0.47931004824603	-0.337347782246919	-0.20800901777424
ENSG00000111666	171	9	0.48943234181586	0.481601000025774	0.64697725493594
ENSG00000111670	27	6	-0.165530544496045	-0.244516642886908	-0.174548875084017
ENSG00000111696	100	8	0.270051290373831	0.401146229057236	0.216692170898831
ENSG00000111727	262	10	0.309018441758691	0.336624624893221	0.0912656249740049
ENSG00000111728	234	4	-0.659332247381261	-0.233599080879451	-0.681542380970124
ENSG00000111752	29	6	-0.303362192934218	-0.375374669738205	-0.182531121561881
ENSG00000111799	10	8	0.14272094258	0.251919583382352	0.324144803722039
ENSG00000111801	73	6	-0.31612896676207	-0.332970937978921	-0.323597949277327
ENSG00000111832	88	9	0.340944191437983	0.143868550272048	0.201140885270052
ENSG00000111859	98	8	0.452172789172498	0.64516568579575	0.535867084974981
ENSG00000111907	38	9	0.315778588022599	0.305301372247847	0.435734826679282
ENSG00000112079	69	8	0.187078841014418	0.316002282859047	0.232604459556963
ENSG00000112139	241	3	-0.365721030067882	-0.880925219499061	-0.810599681916714
ENSG00000112183	155	5	-0.185636688722211	-0.21313632033517	-0.540034082333942
ENSG00000112208	100	8	0.203693274750492	0.406980957479628	0.251656838456078
ENSG00000112210	69	8	0.261217200820293	0.287435919982957	0.182268354040984
ENSG00000112218	130	9	0.466455679375151	0.291736986889597	0.699873893704346
ENSG00000112234	116	5	-0.388564403268819	-0.170493036495196	-0.457817855572848
ENSG00000112276	99	8	0.399163339544578	0.506654288371446	0.418341673412987
ENSG00000112297	228	7	0.928909747506362	0.921351329260746	0.938247693581571
ENSG00000112299	241	3	-0.350406567478074	-0.748762965703598	-0.988871208182209
ENSG00000112335	101	8	0.163518711633373	0.27601671699191	0.190414870617541
ENSG00000112414	214	10	0.722654065399985	0.294279681659719	0.393519620595813
ENSG00000112531	140	4	-0.204988811830143	-0.154490757965735	-0.319076079261663
ENSG00000112541	264	10	0.506547001963591	0.465767318353942	-0.018072291363934
ENSG00000112576	176	7	0.640712756584779	0.945579724979206	1.0241562361663
ENSG00000112715	205	2	-0.70899223175334	-0.0560399056206515	-0.387786221800525
ENSG00000112742	265	10	0.755614234189478	0.269402511656677	0.0223984501178174
ENSG00000112759	138	8	0.223216369358137	0.347839704410283	0.214000196821965
ENSG00000112773	150	3	-0.439781548200195	-0.501122434064772	-0.155274277718592
ENSG00000112902	198	6	-0.202120878052922	-0.584591269119747	-0.337341299412733
ENSG00000112972	263	10	0.427845028163051	0.391105631809743	0.130008277165452
ENSG00000112977	66	8	0.202203287902742	0.466430171711795	0.39398683187601
ENSG00000113070	185	4	-0.732373427812337	-0.288598799918002	-0.702707597515606
ENSG00000113083	227	7	1.64168541923707	1.77882747578985	1.26407208246915
ENSG00000113231	92	9	0.516811317273413	0.200145410894949	0.501527215777778
ENSG00000113319	185	4	-0.644443382006454	-0.335816957485176	-0.64163894785692
ENSG00000113369	146	3	-0.434959065415311	-0.503103389102098	-0.655912098521402
ENSG00000113389	226	7	1.70950653769491	1.29399610098847	2.40312573984724
ENSG00000113552	113	6	-0.366654761019901	-0.413080773383422	-0.353300780953106
ENSG00000113578	66	8	0.14433191369198	0.464363256342756	0.452257139908798
ENSG00000113621	9	8	0.168455632534275	0.195538525833808	0.302597748489057
ENSG00000113657	42	8	0.198750113645326	0.464177923894328	0.374036024107459
ENSG00000113719	96	8	0.255800053075947	0.567987489677538	0.615982773562665
ENSG00000113721	245	3	-0.726164567482353	-0.554198769007558	-0.250058742107775
ENSG00000113742	39	8	0.0960027790578639	0.107464395713631	0.562003735627886
ENSG00000113790	61	9	0.299954326435463	0.236901813794168	0.337060043923077
ENSG00000114098	219	10	0.643238421963932	0.604151615005825	0.626049887959275
ENSG00000114107	177	7	1.3962072230838	0.778240949837702	1.26644210965674
ENSG00000114166	100	8	0.282796714235419	0.386937839919389	0.238986455226204
ENSG00000114251	228	7	0.917763015488229	1.31096017439021	0.917493599404584
ENSG00000114270	248	3	-0.46655770630322	-0.651861188906725	-0.253028115652617
ENSG00000114315	238	1	-1.48519600770247	-1.1220215587317	-0.89189362519891
ENSG00000114450	170	10	0.554015373270455	0.515446750729936	0.53679796702504
ENSG00000114480	171	9	0.706965068170554	0.28355585574668	0.585166051387694
ENSG00000114529	156	5	-0.315124519897723	-0.0826203096985809	-0.580187807383504
ENSG00000114541	39	8	0.240088505709736	0.196550183503287	0.448102905419117
ENSG00000114770	46	6	-0.194554305273479	-0.172070732159955	-0.260361188145246
ENSG00000114796	79	6	-0.364926778458537	-0.41272202990517	-0.222535775533538
ENSG00000114841	159	2	-0.564038949223945	-0.157121046108434	-0.383680223457335
ENSG00000114850	99	8	0.446114210932841	0.539014664724426	0.392859158200224
ENSG00000115009	267	10	1.86440916044142	0.692523255687203	0.130308235129829
ENSG00000115041	226	7	1.52725500659612	1.24556523593	1.71497166967428
ENSG00000115112	179	7	0.779289203314328	1.13885451553633	0.682976685303384
ENSG00000115221	268	10	0.79810198329309	0.543513412842309	0.240148072492055
ENSG00000115232	229	7	0.73811947258862	0.835329818751137	0.402711992081033
ENSG00000115295	140	4	-0.233026915454746	-0.160861024482742	-0.306626880882882
ENSG00000115318	231	8	0.208784997275144	0.61860124746207	0.180249366066463
ENSG00000115325	24	8	0.158466728993465	0.242907415216984	0.238355287696089
ENSG00000115380	95	8	0.191110382107627	0.455971028062773	0.60132478654303
ENSG00000115461	259	2	-0.961740715256518	-0.343152295038982	-0.145137754415545
ENSG00000115514	69	8	0.205753841965909	0.250418991669238	0.19087423309593
ENSG00000115594	96	8	0.371660504852165	0.444987349576972	0.557890492974295
ENSG00000115648	185	4	-0.626389766872284	-0.303840569699679	-0.906678315853
ENSG00000115694	10	8	0.146757641584221	0.228884445488587	0.308475317980079
ENSG00000115756	41	8	0.0910564879317413	0.42272636753102	0.42597754803533
ENSG00000115758	48	6	-0.174873169424241	-0.321661913513947	-0.348201253850863
ENSG00000115828	262	10	0.337895532352947	0.302765981462755	0.00108428184219544
ENSG00000115902	212	10	0.633818380985652	0.0537927481856912	0.188429384478358
ENSG00000115919	203	5	-0.430488310775459	-0.0195182535220142	-0.706796573620686
ENSG00000115935	20	8	0.261455281282858	0.25198704735585	0.350426091309473
ENSG00000116005	44	8	0.137011267515562	0.198153284306749	0.21549872731976
ENSG00000116032	224	7	0.64215859697577	0.866370787423023	1.16680548200907
ENSG00000116133	69	8	0.266753428529373	0.323620866644607	0.195886066488587
ENSG00000116212	123	9	0.367068447131627	0.195670365202215	0.14013964872024
ENSG00000116285	95	8	-0.0678552156005168	0.503433868184188	0.672511571272614
ENSG00000116299	137	8	0.389590508796533	0.490303533255223	0.218874177710799
ENSG00000116337	245	3	-0.670924310777191	-0.359238998037101	-0.1773066272905
ENSG00000116396	201	5	-0.281535080007409	-0.316631454569097	-0.598800741273784
ENSG00000116641	101	8	0.182684041102574	0.254610443287762	0.145342968331421
ENSG00000116701	200	6	-0.295001565051926	-0.405665131235127	-0.608996422722146
ENSG00000116704	43	8	0.153087398948448	0.327334002414927	0.280791026292484
ENSG00000116717	27	6	-0.147280510316206	-0.329736586785859	-0.147301381796825
ENSG00000116741	133	8	0.320244985819979	0.723614852206526	0.601923306188416
ENSG00000116761	76	6	-0.0983623931470503	-0.503313703297668	-0.369383836254677
ENSG00000116985	219	10	0.586256844987201	0.600107720378097	0.716305418424838
ENSG00000116991	236	1	-0.734840094940269	-0.528646497582095	-1.39286509928319
ENSG00000117115	235	1	-1.27596891293191	-0.0865605627198178	-1.01701682730307
ENSG00000117228	67	8	0.316615524115618	0.444855954638425	0.495224005253771
ENSG00000117399	166	10	0.638233536373096	0.0551897296588413	0.302569047064903
ENSG00000117479	93	9	0.379277524013677	0.131413458604948	0.561980650263719
ENSG00000117480	91	9	0.39343312203128	0.247407839442775	0.36638504338803
ENSG00000117525	230	8	0.215196740144492	0.896428585380121	0.316155783003405
ENSG00000117569	47	6	-0.0950122467073768	-0.280615484191785	-0.315006102808609
ENSG00000117593	164	10	0.49748575225668	0.201559118817634	0.122705390048534
ENSG00000117595	115	5	-0.318850866244102	-0.277961582529795	-0.404421814179825
ENSG00000117602	128	9	0.526208796244379	0.477343272734923	0.491421329194563
ENSG00000117676	60	9	0.293263873403879	0.227767046514812	0.270674766260444
ENSG00000117758	9	8	0.175458447575907	0.19339623203996	0.290010731120988
ENSG00000117791	165	10	0.549715730503373	0.221135600589853	0.230473359121118
ENSG00000117868	69	8	0.245595574827169	0.284107579880279	0.262806007695563
ENSG00000118257	105	6	-0.666227527616842	-0.60255530077332	-0.48878917274174
ENSG00000118263	216	10	0.479207015409338	0.504352239636924	0.252745648087358
ENSG00000118515	178	7	0.843742816502001	1.6136655141505	0.997648421190093
ENSG00000118596	271	10	0.679671595530639	0.728644714158129	0.349912750171942
ENSG00000118785	236	1	-1.17251900421251	-0.621799234917637	-1.42353828367354
ENSG00000118971	141	4	-0.525810478887003	-0.271047197162863	-0.538676994693602
ENSG00000118985	61	9	0.323192247409702	0.201752316986722	0.323093714988433
ENSG00000119138	220	9	0.663735589598329	0.490141408036468	0.784601756764899
ENSG00000119185	262	10	0.354276843142072	0.309603952999171	0.104872832181752
ENSG00000119227	94	9	0.295491489575265	0.339405133699324	0.58885118138617
ENSG00000119280	2	8	0.119677163327961	0.13028200530116	0.329060213118765
ENSG00000119669	6	5	-0.37211923477229	-0.176011138872523	-0.0561407766339368
ENSG00000119714	142	1	-0.851746862013267	-0.506561094183113	-0.735267162581555
ENSG00000119801	56	5	-0.324345911585845	-0.101390508493042	-0.186610547271822
ENSG00000119899	2	8	0.136510218146649	0.166489162817748	0.289566547082245
ENSG00000119917	199	6	-0.215240032471884	-0.399666688156592	-0.457834266995064
ENSG00000119922	242	3	-0.374383192630978	-0.642678727020809	-0.55416200195383
ENSG00000119938	226	7	1.12275873216663	1.46827631198025	1.73560665590675
ENSG00000119943	160	2	-0.562768340577271	-0.0890565036341417	-0.244912380752577
ENSG00000119950	32	5	-0.503936396235177	-0.176969348965241	-0.195075639157285
ENSG00000120051	235	1	-0.710817355977299	-0.498227395307644	-0.884912576744038
ENSG00000120129	176	7	0.759206894119589	0.957504528361333	0.964177978684604
ENSG00000120217	106	6	-0.463348296290996	-0.465624042614289	-0.497331579481321
ENSG00000120256	168	10	0.457788738477578	0.415813949897856	0.269059096583755
ENSG00000120265	59	9	0.298927360437141	0.257128487075114	0.202358054005267
ENSG00000120278	117	5	-0.420143548867174	-0.162579238108147	-0.45348334795601
ENSG00000120437	215	10	0.557044556482504	0.376998161263269	0.281891128769355
ENSG00000120549	206	2	-0.675727526411747	-0.318107905460781	-0.365450057493367
ENSG00000120675	222	7	0.555752179178358	0.528901169747385	0.896502781767476
ENSG00000120694	46	6	-0.143565962972992	-0.207798703210465	-0.352023197242747
ENSG00000120708	188	1	-1.03130739759148	-1.1260914070558	-0.680406513735539
ENSG00000120875	257	2	-0.754096391548223	-0.166823724186121	-0.753321854949453
ENSG00000120896	38	9	0.299481600587808	0.188231181192867	0.410078415798004
ENSG00000120937	188	1	-1.07543190768474	-1.00795749389485	-0.717946300474665
ENSG00000121005	223	7	0.621313279419825	0.596634160186422	1.41922415637524
ENSG00000121039	237	1	-1.16334963538235	-0.746017212008843	-1.17782631140279
ENSG00000121067	63	9	0.294059125058881	0.0558868415029261	0.5030596357945
ENSG00000121274	36	9	0.265558200279343	0.19250282554691	0.247867250004373
ENSG00000121361	254	5	-0.217263411440857	-0.315634934521076	-0.982533414815622
ENSG00000121671	31	5	-0.437028402845539	-0.276033491188569	-0.171940346697946
ENSG00000121691	90	9	0.38329895439374	0.239302456534162	0.322238910111309
ENSG00000121753	148	3	-0.421334982209463	-0.5335257760291	-0.387686964236106
ENSG00000121858	236	1	-0.940401493163114	-0.747863925605865	-1.32733468093931
ENSG00000122335	38	9	0.393462057823484	0.134804543432644	0.389589452556832
ENSG00000122359	20	8	0.239797233805758	0.201913082585061	0.382287314053001
ENSG00000122378	264	10	0.468228043481484	0.310804521657588	0.110907805273263
ENSG00000122515	14	6	-0.317614339806672	-0.279605904978323	-0.180803458728446
ENSG00000122545	122	10	0.31995641584002	0.23956833726919	0.136507707938825
ENSG00000122642	24	8	0.141158242545027	0.255532334492612	0.277706503731212
ENSG00000122691	95	8	0.254750677655386	0.395503584295207	0.622091234684175
ENSG00000122786	40	8	0.157716979708809	0.26220144564245	0.459049026472567
ENSG00000122861	237	1	-0.990685728504937	-0.836219220853122	-1.55117478639243
ENSG00000123130	182	8	0.147466010862178	0.33781500151198	0.146717043288017
ENSG00000123131	19	8	0.190129431359445	0.175831142411481	0.206399251667063
ENSG00000123143	19	8	0.204386664835813	0.125969245814221	0.24466422014645
ENSG00000123159	10	8	0.126074093885618	0.295619284070693	0.288714429203115
ENSG00000123178	98	8	0.411006150342803	0.700589912040858	0.538781777347243
ENSG00000123179	21	8	0.227967988152049	0.273132285864088	0.392965265414989
ENSG00000123213	100	8	0.323271725817063	0.316551617703841	0.214031536838879
ENSG00000123342	77	6	-0.163649198489473	-0.610823262557919	-0.197798943962158
ENSG00000123388	130	9	0.393590888076459	0.247536757206155	0.755905753999352
ENSG00000123416	231	8	0.22613391310372	0.467008038245679	0.25208577097816
ENSG00000123473	265	10	0.797655714448699	0.341419709132101	0.000769829096060271
ENSG00000123505	182	8	0.19737101899009	0.337957515356928	0.0600732176495393
ENSG00000123562	63	9	0.236351534440542	0.131234923196283	0.612994162526348
ENSG00000123689	259	2	-1.44919183564057	-0.253028895308294	-0.392744279531915
ENSG00000123977	268	10	0.780038641721199	0.482118466978728	0.187487098327495
ENSG00000123983	127	9	0.436640570305378	0.300052049849477	0.415727670726241
ENSG00000124212	144	3	-0.906714392865966	-0.841351203286709	-0.422165149182827
ENSG00000124226	46	6	-0.265049344852937	-0.17837138641706	-0.247139185183245
ENSG00000124508	104	4	-0.717189527463173	-0.377739034032386	-0.439550970862562
ENSG00000124549	83	5	-0.485133591432731	-0.220837666583289	-0.355100450676004
ENSG00000124570	101	8	0.208188634164331	0.244499822034377	0.147563300663275
ENSG00000124593	94	9	0.339190785746962	0.308809536405109	0.55339141802439
ENSG00000124766	205	2	-0.641866284758885	-0.234299881889585	-0.45332532743468
ENSG00000124767	163	10	0.367589385107778	0.23815768287536	0.108443237494076
ENSG00000124839	248	3	-0.51045206861627	-0.648960464378368	-0.384018077428879
ENSG00000124920	84	5	-0.350563051664076	-0.114761507368709	-0.307416052291637
ENSG00000124942	68	8	0.261146388419107	0.340539589787626	0.292522728549342
ENSG00000125148	97	8	0.325875148230232	0.64785585116612	0.583162863466109
ENSG00000125257	166	10	0.539511798144921	0.202772793613643	0.265364012815378
ENSG00000125266	179	7	0.760059098849668	0.975949224480321	0.595525133746399
ENSG00000125378	245	3	-0.634681177281487	-0.368743631855733	-0.256528004618171
ENSG00000125384	226	7	0.82596822912482	1.87662417349705	1.83452817994472
ENSG00000125398	246	3	-0.853638989651747	-0.578663366978692	-0.148588957796369
ENSG00000125430	160	2	-0.616798581022401	-0.130982616722425	-0.294087725654994
ENSG00000125520	9	8	0.127636434052843	0.170238854354444	0.398982901947543
ENSG00000125618	159	2	-0.629171376392383	-0.252666419478928	-0.385264003833621
ENSG00000125629	19	8	0.204930666108709	0.196886892955847	0.237774132078978
ENSG00000125648	40	8	0.0506426418218	0.291070440545252	0.524013856858267
ENSG00000125733	63	9	0.308846531836424	0.257054119186778	0.46558682223716
ENSG00000125753	67	8	0.284690596581414	0.459339288964904	0.468018430338577
ENSG00000125827	90	9	0.356098619232104	0.267237696023471	0.295567514444282
ENSG00000125868	134	7	0.566592585018393	0.643272590919427	0.731868681228715
ENSG00000125965	188	1	-0.971633203416967	-0.791712739546818	-0.769776420825376
ENSG00000126247	10	8	0.122397512905282	0.221648167186942	0.324557509716833
ENSG00000126458	40	8	0.216196027678499	0.302989472342295	0.450306457424698
ENSG00000126522	138	8	0.193689724191353	0.385174385461005	0.216961647698169
ENSG00000126524	89	9	0.335419882169678	0.255480823533435	0.221958646202196
ENSG00000126562	259	2	-0.953407263604891	-0.0844991288945598	-0.233339904869653
ENSG00000126709	119	5	-0.487576393748543	-0.10588233164091	-0.282572439322937
